the_geom,borocode,boroname,borocd,coundist,assemdist,stsendist,congdist,location,borough,date_insta,point_x,point_y,femafldz,femafldt,ntaname,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,hrcevac,:@computed_region_efsh_h5xi
"{'type': 'Point', 'coordinates': [-73.82862560467257, 40.770699726499274]}",4,Queens,407,20,40,16,6,31 Road and 140 Street,Queens,2025-04-25T00:00:00.000,-73.828627,40.770708,X,AREA OF MINIMAL FLOOD HAZARD,Flushing-Willets Point,22,3,3,67,4,13832
"{'type': 'Point', 'coordinates': [-73.99858356022342, 40.6020557654818]}",3,Brooklyn,311,43,47,17,11,Benson Avenue and Bay  26 Street,Brooklyn,2020-11-07T00:00:00.000,-73.998585,40.602064,X,AREA OF MINIMAL FLOOD HAZARD,Bensonhurst,1,2,45,37,6,17616
"{'type': 'Point', 'coordinates': [-73.98808379000035, 40.68818654089412]}",3,Brooklyn,302,33,52,26,10,Atlantic Avenue between Smith Street and Hoyt Street,Brooklyn,2024-01-27T00:00:00.000,-73.9880852306,40.6881947933,X,AREA OF MINIMAL FLOOD HAZARD,Downtown Brooklyn-DUMBO-Boerum Hill,68,2,38,54,6,16865
"{'type': 'Point', 'coordinates': [-74.13122251748416, 40.617256766656254]}",5,Staten Island,501,50,63,24,11,Jewett Avenue and Leonard Avenue,Staten Island,2025-02-26T00:00:00.000,-74.131224,40.617265,X,AREA OF MINIMAL FLOOD HAZARD,Westerleigh-Castleton Corners,4,1,14,75,,10700
"{'type': 'Point', 'coordinates': [-73.9254826746868, 40.75213073344904]}",4,Queens,401,26,36,12,7,Northern Boulevard and  38 Street,Queens,2024-08-23T00:00:00.000,-73.9254841,40.752139,X,AREA OF MINIMAL FLOOD HAZARD,Sunnyside Yards (North),39,3,33,72,5,16858
"{'type': 'Point', 'coordinates': [-74.14046051543212, 40.60306076980353]}",5,Staten Island,502,50,63,24,11,Forest Hill Road and Willowbrook Road,Staten Island,2022-08-30T00:00:00.000,-74.140462,40.603069,X,AREA OF MINIMAL FLOOD HAZARD,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,30,1,14,75,,10700
"{'type': 'Point', 'coordinates': [-73.96230256135794, 40.778939729294514]}",1,Manhattan,164,4,73,28,12,5 Avenue and East  82 Street,Manhattan,2023-10-17T00:00:00.000,-73.962304,40.778948,X,AREA OF MINIMAL FLOOD HAZARD,Upper East Side-Carnegie Hill,23,4,51,11,,12425
"{'type': 'Point', 'coordinates': [-73.89772857747016, 40.86134171109162]}",2,Bronx,205,15,86,33,13,Grand Concourse and East 188 Street,Bronx,2024-01-23T00:00:00.000,-73.89773,40.86135,X,AREA OF MINIMAL FLOOD HAZARD,Fordham Heights,6,5,22,29,,10936
"{'type': 'Point', 'coordinates': [-74.1087785261097, 40.57942677350483]}",5,Staten Island,502,50,64,24,11,Lincoln Avenue and South Railroad Avenue,Staten Island,2023-07-28T00:00:00.000,-74.10878,40.579435,X,AREA OF MINIMAL FLOOD HAZARD,New Dorp-Midland Beach,30,1,14,76,5,10693
"{'type': 'Point', 'coordinates': [-73.9791795797751, 40.610730488960236]}",3,Brooklyn,311,43,47,17,9,Avenue O and West 5 Street,Brooklyn,2024-05-14T00:00:00.000,-73.9791810141,40.6107387263,X,AREA OF MINIMAL FLOOD HAZARD,Bensonhurst,1,2,18,37,6,16867
"{'type': 'Point', 'coordinates': [-73.96059956964837, 40.660019752346535]}",3,Brooklyn,309,40,43,20,9,Flatbush Avenue with Maple Street and Beekman Place,Brooklyn,2019-09-24T00:00:00.000,-73.960601,40.660028,X,AREA OF MINIMAL FLOOD HAZARD,Prospect Lefferts Gardens-Wingate,17,2,11,44,,13509
"{'type': 'Point', 'coordinates': [-73.84859559176037, 40.87166270685726]}",2,Bronx,212,12,83,36,15,East Gun Hill Road and Burke Avenue,Bronx,2025-07-09T00:00:00.000,-73.848597,40.871671,X,AREA OF MINIMAL FLOOD HAZARD,Pelham Gardens,59,5,2,32,,11607
"{'type': 'Point', 'coordinates': [-73.94978757091168, 40.69830274466558]}",3,Brooklyn,303,36,56,25,7,Marcy Avenue and Ellery Street,Brooklyn,2022-08-01T00:00:00.000,-73.949789,40.698311,X,AREA OF MINIMAL FLOOD HAZARD,Bedford-Stuyvesant (West),69,2,49,51,3,17213
"{'type': 'Point', 'coordinates': [-74.08657853310743, 40.594143769638734]}",5,Staten Island,502,50,64,23,11,Hylan Boulevard and Reid Avenue,Staten Island,2026-07-14T00:00:00.000,-74.08658,40.594152,X,AREA OF MINIMAL FLOOD HAZARD,Grasmere-Arrochar-South Beach-Dongan Hills,30,1,14,76,4,10692
"{'type': 'Point', 'coordinates': [-73.95528956273277, 40.79941872445337]}",1,Manhattan,164,6,68,30,12,7 Avenue and West 110 Street,Manhattan,2025-09-24T00:00:00.000,-73.955291,40.799427,X,AREA OF MINIMAL FLOOD HAZARD,Central Park,19,4,19,13,,
"{'type': 'Point', 'coordinates': [-73.99622856194948, 40.59300876713682]}",3,Brooklyn,311,47,46,23,11,Shore Parkway and 1300' South of Bay Parkway,Brooklyn,2021-04-22T00:00:00.000,-73.99623,40.593017,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,Gravesend (West),1,2,44,37,1,17616
"{'type': 'Point', 'coordinates': [-73.98615555968108, 40.68901074778676]}",3,Brooklyn,302,33,52,26,10,Hoyt Street and Schermerhorn Street,Brooklyn,2022-09-27T00:00:00.000,-73.986157,40.689019,X,AREA OF MINIMAL FLOOD HAZARD,Downtown Brooklyn-DUMBO-Boerum Hill,68,2,38,54,,16865
"{'type': 'Point', 'coordinates': [-73.93988656570578, 40.83578471754877]}",1,Manhattan,112,10,72,31,13,Amsterdam Avenue with Saint Nicholas and West 162 Street,Manhattan,2025-08-14T00:00:00.000,-73.939888,40.835793,X,AREA OF MINIMAL FLOOD HAZARD,Washington Heights (South),47,4,39,21,,13090
"{'type': 'Point', 'coordinates': [-74.17823950366152, 40.59980277187316]}",5,Staten Island,502,50,63,24,11,Victory Boulevard and Travis Avenue,Staten Island,2024-02-08T00:00:00.000,-74.178241,40.599811,X,AREA OF MINIMAL FLOOD HAZARD,New Springville-Willowbrook-Bulls Head-Travis,30,1,14,75,4,10700
"{'type': 'Point', 'coordinates': [-73.96105555952732, 40.81874072088108]}",1,Manhattan,109,7,71,30,13,Marginal Street and West 125 Street,Manhattan,2024-04-13T00:00:00.000,-73.961057,40.818749,AE,,Manhattanville-West Harlem,37,4,23,17,1,12424
"{'type': 'Point', 'coordinates': [-73.88387058087194, 40.876816707258335]}",2,Bronx,207,11,80,33,13,East Mosholu Parkway South S/R and Van Cortlandt Avenue East,Bronx,2023-10-25T00:00:00.000,-73.883872,40.876825,X,AREA OF MINIMAL FLOOD HAZARD,Bedford Park,24,5,40,34,,11605
"{'type': 'Point', 'coordinates': [-73.96355357092231, 40.616204760888635]}",3,Brooklyn,314,44,48,22,9,Coney Island Avenue and Roder Avenue,Brooklyn,2022-08-18T00:00:00.000,-73.963555,40.616213,X,AREA OF MINIMAL FLOOD HAZARD,Midwood,60,2,15,43,,13513
"{'type': 'Point', 'coordinates': [-73.84554559505682, 40.844980712283046]}",2,Bronx,211,13,82,34,14,Eastchester Road and Jarrett Place,Bronx,2020-10-14T00:00:00.000,-73.845547,40.844989,X,AREA OF MINIMAL FLOOD HAZARD,Westchester Square,59,5,12,32,,11270
"{'type': 'Point', 'coordinates': [-73.94800656376044, 40.817108721593435]}",1,Manhattan,109,9,70,30,13,Saint Nicholas Avenue and West 135 Street,Manhattan,2026-03-12T00:00:00.000,-73.948008,40.817117,X,AREA OF MINIMAL FLOOD HAZARD,Harlem (North),18,4,36,20,,12427
"{'type': 'Point', 'coordinates': [-73.83339660377409, 40.75551472963114]}",4,Queens,407,20,40,16,6,College Point Boulevard and  41 Road,Queens,2023-08-14T00:00:00.000,-73.833398,40.755523,X,AREA OF MINIMAL FLOOD HAZARD,Flushing-Willets Point,22,3,3,67,6,14190
"{'type': 'Point', 'coordinates': [-73.89457358798984, 40.70079074212434]}",4,Queens,405,34,38,12,7,Myrtle Avenue and Fresh Pond Road,Queens,2025-01-10T00:00:00.000,-73.894575,40.700799,X,AREA OF MINIMAL FLOOD HAZARD,Ridgewood,54,3,30,62,,15310
"{'type': 'Point', 'coordinates': [-73.971293558134, 40.79532072613325]}",1,Manhattan,107,7,69,47,12,Broadway and West  97 Street,Manhattan,2023-09-06T00:00:00.000,-73.971295,40.795329,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side (Central),20,4,19,15,,12422
"{'type': 'Point', 'coordinates': [-73.94246856934174, 40.761985732066826]}",4,Queens,401,26,36,59,7,Vernon Boulevard with 36 Avenue and Roosevelt Island Bridge,Queens,2025-10-17T00:00:00.000,-73.94247,40.761994,X,AREA OF MINIMAL FLOOD HAZARD,Queensbridge-Ravenswood-Dutch Kills,39,3,33,72,4,16863
"{'type': 'Point', 'coordinates': [-73.91069757532283, 40.82231671848762]}",2,Bronx,203,17,79,32,15,3rd Avenue and Brook Avenue,Bronx,2024-01-31T00:00:00.000,-73.910699,40.822325,X,AREA OF MINIMAL FLOOD HAZARD,Melrose,49,5,43,23,6,10929
"{'type': 'Point', 'coordinates': [-73.92165957140305, 40.83132771760878]}",2,Bronx,204,16,84,29,15,East 165 Street and Walton Avenue,Bronx,2025-04-07T00:00:00.000,-73.921661,40.831336,X,AREA OF MINIMAL FLOOD HAZARD,Concourse-Concourse Village,50,5,35,27,,10930
"{'type': 'Point', 'coordinates': [-73.78212762263567, 40.73123973240446]}",4,Queens,408,23,25,16,6,188 Street and 75 Avenue,Queens,2023-06-12T00:00:00.000,-73.782129,40.731248,X,AREA OF MINIMAL FLOOD HAZARD,Fresh Meadows-Utopia,25,3,16,65,,14508
"{'type': 'Point', 'coordinates': [-74.02380055235447, 40.61215876402066]}",3,Brooklyn,310,50,46,26,11,7 Avenue and 1000' South of 92 Street,Brooklyn,2022-10-03T00:00:00.000,-74.023802,40.612167,X,AREA OF MINIMAL FLOOD HAZARD,Bay Ridge,10,2,44,41,,17216
"{'type': 'Point', 'coordinates': [-73.93061946832067, 40.82049406101137]}",2,Bronx,204,8,84,29,15,Exterior Street and East 150 Street,Bronx,2024-11-14T00:00:00.000,-73.9306208992,40.8205023411,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,Concourse-Concourse Village,50,5,35,27,4,10929
"{'type': 'Point', 'coordinates': [-73.94001956556097, 40.820331719985084]}",1,Manhattan,110,9,71,30,13,7 Avenue and West 143 Street,Manhattan,2026-07-23T00:00:00.000,-73.940021,40.82034,X,AREA OF MINIMAL FLOOD HAZARD,Harlem (North),18,4,36,20,4,12427
"{'type': 'Point', 'coordinates': [-73.82155861656757, 40.61492175614987]}",4,Queens,484,31,23,10,5,Cross Bay Boulevard and East   1 Road,Queens,2021-01-14T00:00:00.000,-73.82156,40.61493,AE,,Jamaica Bay (East),51,3,47,58,1,20531
"{'type': 'Point', 'coordinates': [-73.98450655904989, 40.69602974611423]}",3,Brooklyn,302,33,52,26,7,Flatbush Avenue and Tillary Street,Brooklyn,2021-10-10T00:00:00.000,-73.984508,40.696038,X,AREA OF MINIMAL FLOOD HAZARD,Downtown Brooklyn-DUMBO-Boerum Hill,68,2,48,54,,16865
"{'type': 'Point', 'coordinates': [-74.14664851198037, 40.624911766064606]}",5,Staten Island,501,49,61,23,11,Forest Avenue and Willow Road West,Staten Island,2025-05-15T00:00:00.000,-74.14665,40.62492,X,AREA OF MINIMAL FLOOD HAZARD,Mariner's Harbor-Arlington-Graniteville,4,1,14,75,,10700
"{'type': 'Point', 'coordinates': [-73.85905359183391, 40.833405714829]}",2,Bronx,209,18,87,34,14,Westchester Avenue and Cross Bronx Expressway North S/R,Bronx,2026-06-25T00:00:00.000,-73.859055,40.833414,X,AREA OF MINIMAL FLOOD HAZARD,Castle Hill-Unionport,58,5,31,26,6,11271
"{'type': 'Point', 'coordinates': [-73.84901659561358, 40.82325171647212]}",2,Bronx,209,18,87,34,14,Castle Hill Avenue and Lafayette Avenue,Bronx,2025-06-17T00:00:00.000,-73.849018,40.82326,X,AREA OF MINIMAL FLOOD HAZARD,Castle Hill-Unionport,58,5,31,26,,11611
"{'type': 'Point', 'coordinates': [-73.98669455387515, 40.771660731003934]}",1,Manhattan,107,6,67,47,12,Amsterdam Avenue and West  61 Street,Manhattan,2023-04-28T00:00:00.000,-73.986696,40.771669,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side-Lincoln Square,20,4,10,12,,12420
"{'type': 'Point', 'coordinates': [-73.89595729894286, 40.73352353493121]}",4,Queens,405,30,30,12,6,69 Street and 52 Avenue,Queens,2024-03-25T00:00:00.000,-73.8959587125,40.7335317993,X,AREA OF MINIMAL FLOOD HAZARD,Maspeth,54,3,34,62,,14788
"{'type': 'Point', 'coordinates': [-73.95634356118192, 40.808163723057646]}",1,Manhattan,110,9,70,30,13,Morningside Avenue and West 120 Street,Manhattan,2024-08-08T00:00:00.000,-73.956345,40.808172,X,AREA OF MINIMAL FLOOD HAZARD,Harlem (South),18,4,36,18,,12424
"{'type': 'Point', 'coordinates': [-73.90409757189808, 40.90685370178308]}",2,Bronx,208,11,81,33,15,Riverdale Avenue and West 259 Street,Bronx,2021-12-09T00:00:00.000,-73.904099,40.906862,X,AREA OF MINIMAL FLOOD HAZARD,Riverdale-Spuyten Duyvil,48,5,40,33,,11609
"{'type': 'Point', 'coordinates': [-74.1111755222656, 40.63472976257102]}",5,Staten Island,501,49,63,23,11,Castleton Avenue and Oakland Avenue,Staten Island,2025-02-11T00:00:00.000,-74.111177,40.634738,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,,10697
"{'type': 'Point', 'coordinates': [-73.79398561732721, 40.7379817310758]}",4,Queens,408,24,25,16,6,64 Avenue and 175 Street,Queens,2022-04-15T00:00:00.000,-73.793987,40.73799,X,AREA OF MINIMAL FLOOD HAZARD,Fresh Meadows-Utopia,25,3,24,65,,14507
"{'type': 'Point', 'coordinates': [-73.9177025758689, 40.770413729242534]}",4,Queens,401,22,36,59,14,Hoyt Avenue South and  31 Street,Queens,2023-08-28T00:00:00.000,-73.917704,40.770422,X,AREA OF MINIMAL FLOOD HAZARD,Astoria (North)-Ditmars-Steinway,39,3,4,72,,16859
"{'type': 'Point', 'coordinates': [-73.8668445862029, 40.87748870689781]}",2,Bronx,212,12,83,36,15,East Gun Hill Road and White Plains Road West Roadway,Bronx,2024-07-13T00:00:00.000,-73.866846,40.877497,X,AREA OF MINIMAL FLOOD HAZARD,Williamsbridge-Olinville,29,5,2,30,,11605
"{'type': 'Point', 'coordinates': [-73.97625055933841, 40.74001773732251]}",1,Manhattan,106,4,74,59,12,1  Avenue and East  28 Street,Manhattan,2018-11-10T00:00:00.000,-73.976252,40.740026,X,AREA OF MINIMAL FLOOD HAZARD,Murray Hill-Kips Bay,71,4,51,7,1,12078
"{'type': 'Point', 'coordinates': [-73.90398958695097, 40.658487750558976]}",3,Brooklyn,316,42,55,19,8,Mother Gaston Boulevard and Lott Avenue,Brooklyn,2025-06-20T00:00:00.000,-73.903991,40.658496,X,AREA OF MINIMAL FLOOD HAZARD,Brownsville,55,2,25,46,5,17614
"{'type': 'Point', 'coordinates': [-73.96700955925968, 40.78846872760471]}",1,Manhattan,107,6,69,47,12,Central Park West and West  91 Street,Manhattan,2023-09-21T00:00:00.000,-73.967011,40.788477,X,AREA OF MINIMAL FLOOD HAZARD,Central Park,19,4,19,13,,
"{'type': 'Point', 'coordinates': [-73.86640459443944, 40.74615673199257]}",4,Queens,404,21,39,13,14,43 Avenue and  97 Place,Queens,2020-01-02T00:00:00.000,-73.866406,40.746165,X,AREA OF MINIMAL FLOOD HAZARD,Corona,66,3,21,68,,14510
"{'type': 'Point', 'coordinates': [-73.93689057728572, 40.65793675199249]}",3,Brooklyn,309,40,43,20,9,Winthrop Street and Troy Avenue,Brooklyn,2022-10-12T00:00:00.000,-73.936892,40.657945,X,AREA OF MINIMAL FLOOD HAZARD,Prospect Lefferts Gardens-Wingate,17,2,17,44,,16866
"{'type': 'Point', 'coordinates': [-73.98303956130337, 40.67740874949221]}",3,Brooklyn,306,39,52,26,10,4 Avenue and Union Street,Brooklyn,2016-10-18T00:00:00.000,-73.983041,40.677417,X,AREA OF MINIMAL FLOOD HAZARD,Park Slope,14,2,27,50,5,17617
"{'type': 'Point', 'coordinates': [-73.80995061493589, 40.70198573847003]}",4,Queens,412,24,32,14,5,Jamaica Avenue and 145 Street,Queens,2023-10-18T00:00:00.000,-73.809952,40.701994,X,AREA OF MINIMAL FLOOD HAZARD,Jamaica,41,3,24,61,,24670
"{'type': 'Point', 'coordinates': [-73.98106155450573, 40.7884987282286]}",1,Manhattan,107,6,67,47,12,Riverside Drive and West  84 Street,Manhattan,2023-02-09T00:00:00.000,-73.981063,40.788507,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side (Central),20,4,19,12,,12421
"{'type': 'Point', 'coordinates': [-74.11486852383551, 40.60212876943513]}",5,Staten Island,502,50,64,24,11,Todt Hill Road and Ocean Terrace,Staten Island,2022-07-28T00:00:00.000,-74.11487,40.602137,X,AREA OF MINIMAL FLOOD HAZARD,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,30,1,14,76,,10693
"{'type': 'Point', 'coordinates': [-73.90861857343174, 40.860021711629834]}",2,Bronx,207,14,86,31,13,Andrews Avenue North and West 183 Street,Bronx,2021-11-05T00:00:00.000,-73.90862,40.86003,X,AREA OF MINIMAL FLOOD HAZARD,University Heights (North)-Fordham,24,5,29,34,,11606
"{'type': 'Point', 'coordinates': [-73.89306957784434, 40.871387708428145]}",2,Bronx,207,14,78,33,13,Jerome Avenue and East 198 Street,Bronx,2025-11-19T00:00:00.000,-73.893071,40.871396,X,AREA OF MINIMAL FLOOD HAZARD,Bedford Park,24,5,29,34,,11606
"{'type': 'Point', 'coordinates': [-74.24689948634328, 40.50903579211376]}",5,Staten Island,503,51,62,24,11,Amboy Road and Main Street,Staten Island,2025-08-28T00:00:00.000,-74.246901,40.509044,X,AREA OF MINIMAL FLOOD HAZARD,Tottenville-Charleston,15,1,9,77,,10694
"{'type': 'Point', 'coordinates': [-73.90479457654068, 40.840904715008676]}",2,Bronx,204,15,79,32,15,Webster Avenue and 450' North of Claremont Parkway,Bronx,2023-12-30T00:00:00.000,-73.904796,40.840913,X,AREA OF MINIMAL FLOOD HAZARD,Claremont Village-Claremont (East),50,5,42,27,,10935
"{'type': 'Point', 'coordinates': [-73.82594160563754, 40.76434172687963]}",4,Queens,407,20,40,16,6,Northern Boulevard and Bowne Street,Queens,2022-12-12T00:00:00.000,-73.825943,40.76435,X,AREA OF MINIMAL FLOOD HAZARD,Flushing-Willets Point,22,3,3,67,,13832
"{'type': 'Point', 'coordinates': [-73.96688856576017, 40.68347374825317]}",3,Brooklyn,302,35,57,25,8,Fulton Street and Clinton Avenue,Brooklyn,2020-08-26T00:00:00.000,-73.96689,40.683482,X,AREA OF MINIMAL FLOOD HAZARD,Clinton Hill,68,2,48,55,,13829
"{'type': 'Point', 'coordinates': [-73.90152158557046, 40.69915274233311]}",4,Queens,405,34,38,12,7,Seneca Avenue and George Street,Queens,2025-01-17T00:00:00.000,-73.901523,40.699161,X,AREA OF MINIMAL FLOOD HAZARD,Ridgewood,54,3,30,62,,15310
"{'type': 'Point', 'coordinates': [-74.01065655017204, 40.71742674315911]}",1,Manhattan,101,1,66,27,10,Greenwich Street and Duane Street,Manhattan,2024-03-21T00:00:00.000,-74.010658,40.717435,X,AREA OF MINIMAL FLOOD HAZARD,Tribeca-Civic Center,56,4,32,1,4,12076
"{'type': 'Point', 'coordinates': [-74.01377855360093, 40.631441760110405]}",3,Brooklyn,310,38,49,17,10,67 Street and 8 Avenue,Brooklyn,2021-05-14T00:00:00.000,-74.01378,40.63145,X,AREA OF MINIMAL FLOOD HAZARD,Dyker Heights,10,2,44,41,,18180
"{'type': 'Point', 'coordinates': [-73.8908235869093, 40.728618736883185]}",4,Queens,405,30,30,12,6,Grand Avenue and  72 Place,Queens,2025-03-14T00:00:00.000,-73.890825,40.728627,X,AREA OF MINIMAL FLOOD HAZARD,Maspeth,54,3,34,62,,14788
"{'type': 'Point', 'coordinates': [-73.94882956398828, 40.81336172148089]}",1,Manhattan,110,9,70,30,13,8 Avenue and West 130 Street,Manhattan,2016-11-18T00:00:00.000,-73.948831,40.81337,X,AREA OF MINIMAL FLOOD HAZARD,Harlem (North),18,4,36,20,6,12424
"{'type': 'Point', 'coordinates': [-73.83628659821528, 40.83918271247571]}",2,Bronx,210,13,82,34,14,East Tremont Avenue and Dudley Avenue,Bronx,2022-05-13T00:00:00.000,-73.836288,40.839191,X,AREA OF MINIMAL FLOOD HAZARD,Throgs Neck-Schuylerville,43,5,12,28,,11270
"{'type': 'Point', 'coordinates': [-73.89531358099173, 40.81718771919035]}",2,Bronx,202,17,85,32,14,Southern Boulevard and Intervale Avenue,Bronx,2019-04-26T00:00:00.000,-73.895315,40.817196,X,AREA OF MINIMAL FLOOD HAZARD,Hunts Point,8,5,43,24,6,10937
"{'type': 'Point', 'coordinates': [-74.07550353335219, 40.63964676012715]}",5,Staten Island,501,49,61,23,11,Bay Street and Slosson Terrace,Staten Island,2025-02-25T00:00:00.000,-74.075505,40.639655,X,AREA OF MINIMAL FLOOD HAZARD,St. George-New Brighton,4,1,13,74,5,10369
"{'type': 'Point', 'coordinates': [-73.91046357655782, 40.80554872214181]}",2,Bronx,201,8,84,29,14,Bruckner Boulevard and East 140 Street,Bronx,2022-07-13T00:00:00.000,-73.910465,40.805557,X,AREA OF MINIMAL FLOOD HAZARD,Mott Haven-Port Morris,49,5,43,23,,10932
"{'type': 'Point', 'coordinates': [-73.92206858016824, 40.689481745055474]}",3,Brooklyn,304,41,56,25,8,Broadway and Gates Avenue,Brooklyn,2026-03-05T00:00:00.000,-73.92207,40.68949,X,AREA OF MINIMAL FLOOD HAZARD,Bedford-Stuyvesant (East),69,2,17,52,,18181
"{'type': 'Point', 'coordinates': [-73.71707364301969, 40.73179272943425]}",4,Queens,413,23,33,11,3,86 Avenue and 249 Street,Queens,2023-06-07T00:00:00.000,-73.717075,40.731801,X,AREA OF MINIMAL FLOOD HAZARD,Bellerose,63,3,16,63,,24335
"{'type': 'Point', 'coordinates': [-73.88980357855496, 40.872392707940136]}",2,Bronx,207,14,78,33,13,Jerome Avenue and East 199 Street,Bronx,2024-11-05T00:00:00.000,-73.889805,40.872401,X,AREA OF MINIMAL FLOOD HAZARD,Bedford Park,24,5,29,34,,11606
"{'type': 'Point', 'coordinates': [-73.99547155186022, 40.75961773413043]}",1,Manhattan,104,3,75,47,12,10 Avenue and West  42 Street,Manhattan,2021-09-14T00:00:00.000,-73.995473,40.759626,X,AREA OF MINIMAL FLOOD HAZARD,Hell's Kitchen,12,4,10,6,5,13094
"{'type': 'Point', 'coordinates': [-73.82192460849306, 40.75315872950958]}",4,Queens,407,20,25,16,6,Kissena Boulevard and Elder Avenue,Queens,2016-11-29T00:00:00.000,-73.821926,40.753167,X,AREA OF MINIMAL FLOOD HAZARD,East Flushing,22,3,3,67,6,14190
"{'type': 'Point', 'coordinates': [-73.92988558217213, 40.61066376108985]}",3,Brooklyn,318,46,59,22,8,Avenue S and East  38 Street,Brooklyn,2023-07-12T00:00:00.000,-73.929887,40.610672,X,AREA OF MINIMAL FLOOD HAZARD,Marine Park-Mill Basin-Bergen Beach,5,2,8,38,3,13825
"{'type': 'Point', 'coordinates': [-73.73772563592759, 40.737732729293405]}",4,Queens,413,23,26,11,3,Union Turnpike and 234 Street,Queens,2025-10-22T00:00:00.000,-73.737727,40.737741,X,AREA OF MINIMAL FLOOD HAZARD,Bellerose,63,3,16,63,,24336
"{'type': 'Point', 'coordinates': [-73.90338758210765, 40.74558773378412]}",4,Queens,402,26,30,12,6,Roosevelt Avenue and  61 Street,Queens,2023-11-08T00:00:00.000,-73.903389,40.745596,X,AREA OF MINIMAL FLOOD HAZARD,Woodside,53,3,33,66,,14787
"{'type': 'Point', 'coordinates': [-73.94703356350158, 40.819199721014144]}",1,Manhattan,110,9,70,30,13,Saint Nicholas Avenue and West 138 Street,Manhattan,2025-01-06T00:00:00.000,-73.947035,40.819208,X,AREA OF MINIMAL FLOOD HAZARD,Harlem (North),18,4,36,20,,12427
"{'type': 'Point', 'coordinates': [-73.88824257953036, 40.87588470791839]}",2,Bronx,207,11,78,33,13,Jerome Avenue and East 205 Street,Bronx,2025-07-14T00:00:00.000,-73.888244,40.875893,X,AREA OF MINIMAL FLOOD HAZARD,Bedford Park,24,5,40,34,,11606
